id	emotion
34526_0072_A_951	0,0,0,0,0,0
34526_0073_A_952	0,0,0,0,0,0
34526_0073_A_953	0,0,0,0,0,0
34526_0074_A_954	0,0,0,0,0,0
34526_0075_A_957	0,0,0,0,0,0
34526_0075_A_958	0,0,0,0,0,0
34526_0076_A_959	0,0,0,0,0,0
34526_0077_A_960	0,0,0,0,0,0
34526_0077_A_961	0,0,0,0,0,0
34526_0078_A_962	0,0,0,0,0,0
34526_0078_A_963	0,0,0,0,0,0
34526_0079_A_964	0,0,0,0,0,0
34526_0079_A_966	0,0,0,0,0,0
34526_0079_A_969	0,0,0,0,0,0
34526_0079_A_970	0,0,0,0,0,0
34526_0079_A_971	0,0,0,0,0,0
34526_0079_A_972	0,0,0,0,0,0
34526_0079_A_974	0,0,0,0,0,0
34526_0079_A_975	0,0,0,0,0,0
34526_0079_A_976	0,0,0,0,0,0
34526_0079_A_967	0,0,0,0,0,0
34526_0079_A_968	0,0,0,0,0,0
34526_0079_A_977	0,0,0,0,0,0
34526_0079_A_978	0,0,0,0,0,0
34526_0079_A_979	0,0,0,0,0,0
34526_0079_A_980	0,0,0,0,0,0
34526_0079_A_981	0,0,0,0,0,0
34526_0079_A_982	0,0,0,0,0,0
34526_0079_A_983	0,0,0,0,0,0
34526_0079_A_984	0,0,0,0,0,0
34526_0079_A_986	0,0,0,0,0,0
34526_0079_A_987	0,0,0,0,0,0
34526_0079_A_988	0,0,0,0,0,0
34526_0079_A_989	0,0,0,0,0,0
34526_0079_A_990	0,0,0,0,0,0
34526_0079_A_991	0,0,0,0,0,0
34526_0079_A_992	0,0,0,0,0,0
34526_0079_A_993	0,0,0,0,0,0
34526_0079_A_994	0,0,0,0,0,0
34526_0079_A_995	0,0,0,0,0,0
34526_0079_A_996	0,0,0,0,0,0
34526_0079_A_998	0,0,0,0,0,0
34526_0079_A_999	0,0,0,0,0,0
34526_0079_A_1000	0,0,0,0,0,0
34526_0079_A_1001	0,0,0,0,0,0
34526_0079_A_1002	0,0,0,0,0,0
34526_0079_A_1003	0,0,0,0,0,0
34526_0079_A_1004	0,0,0,0,0,0
34526_0079_A_1009	0,0,0,0,0,0
34526_0079_A_1010	0,0,0,0,0,0
34526_0079_A_1012	0,0,0,0,0,0
34526_0079_A_1015	0,0,0,0,0,0
34526_0079_A_1021	0,0,0,0,0,0
34526_0079_A_1022	0,0,0,0,0,0
34526_0079_A_1023	0,0,0,0,0,0
34526_0080_A_1025	0,0,0,0,0,0
34526_0080_A_1030	0,0,0,0,0,0
34526_0080_A_1031	0,0,0,0,0,0
34526_0080_A_1032	0,0,0,0,0,0
34526_0081_A_1033	0,0,0,0,0,0
34526_0081_A_1034	0,0,0,0,0,0
34526_0081_A_1044	0,0,0,0,0,0
34526_0081_A_1046	0,0,0,0,0,0
34526_0081_A_1047	0,0,0,0,0,0
34526_0081_A_1048	0,0,0,0,0,0
34526_0081_A_1050	0,0,0,0,0,0
34526_0081_A_1051	0,0,0,0,0,0
34526_0081_A_1052	0,0,0,0,0,0
34526_0081_A_1053	0,0,0,0,0,0
34526_0081_A_1054	0,0,0,0,0,0
34526_0081_A_1056	0,0,0,0,0,0
34526_0081_A_1058	0,0,0,0,0,0
34526_0081_A_1059	0,0,0,0,0,0
34526_0081_A_1060	0,0,0,0,0,0
34526_0081_A_1061	0,0,0,0,0,0
34526_0081_A_1062	0,0,0,0,0,0
34526_0081_A_1063	0,0,0,0,0,0
34526_0081_A_1064	0,0,0,0,0,0
34526_0081_A_1065	0,0,0,0,0,0
34526_0081_A_1066	0,0,0,0,0,0
34526_0081_A_1067	0,0,0,0,0,0
34526_0081_A_1068	0,0,0,0,0,0
34526_0081_A_1069	0,0,0,0,0,0
34526_0081_A_1071	0,0,0,0,0,0
34526_0081_A_1072	0,0,0,0,0,0
34526_0081_A_1074	0,0,0,0,0,0
34526_0081_A_1076	0,0,0,0,0,0
34526_0081_A_1077	0,0,0,0,0,0
34526_0081_A_1078	0,0,0,0,0,0
34526_0081_A_1079	0,0,0,0,0,0
34526_0081_A_1080	0,0,0,0,0,0
34526_0081_A_1081	0,0,0,0,0,0
34526_0081_A_1084	0,0,0,0,0,0
34526_0081_A_1086	0,0,0,0,0,0
34526_0081_A_1087	0,0,0,0,0,0
34526_0081_A_1088	0,0,0,0,0,0
34526_0081_A_1089	0,0,0,0,0,0
34526_0081_A_1090	0,0,0,0,0,0
34526_0081_A_1091	0,0,0,0,0,0
34526_0081_A_1092	0,0,0,0,0,0
34526_0082_A_1094	0,0,0,0,0,0
34526_0082_A_1095	0,0,0,0,0,0
34526_0082_A_1096	0,0,0,0,0,0
34526_0082_A_1097	0,0,0,0,0,0
34526_0082_A_1098	0,0,0,0,0,0
34526_0082_A_1099	0,0,0,0,0,0
34526_0083_A_1100	0,0,0,0,0,0
34526_0083_A_1101	0,0,0,0,0,0
34526_0084_A_1103	0,0,0,0,0,0
34526_0084_A_1104	0,0,0,0,0,0
34526_0085_A_1106	0,0,0,0,0,0
34526_0085_A_1109	0,0,0,0,0,0
34526_0086_A_1110	0,0,0,0,0,0
34526_0087_A_1113	0,0,0,0,0,0
34526_0087_A_1115	0,0,0,0,0,0
34526_0088_A_1120	0,0,0,0,0,0
34526_0089_A_1121	0,0,0,0,0,0
34526_0088_A_1117	0,0,0,0,0,0
34526_0088_A_1118	0,0,0,0,0,0
34526_0089_A_1122	0,0,0,0,0,0
34526_0089_A_1123	0,0,0,0,0,0
34526_0089_A_1124	0,0,0,0,0,0
34526_0089_A_1129	0,0,0,0,0,0
34526_0089_A_1130	0,0,0,0,0,0
34526_0089_A_1125	0,0,0,0,0,0
34526_0089_A_1126	0,0,0,0,0,0
34526_0089_A_1127	0,0,0,0,0,0
34526_0089_A_1128	0,0,0,0,0,0
34893_0004_A_19	0,0,0,0,0,0
34893_0004_A_20	0,0,0,0,0,0
34893_0006_A_27	0,0,0,0,0,0
34893_0006_A_29	0,0,0,0,0,0
34893_0006_A_32	0,0,0,0,0,0
34893_0006_A_33	0,0,0,0,0,0
34893_0006_A_34	0,0,0,0,0,0
34893_0006_A_36	0,0,0,0,0,0
34893_0006_A_37	0,0,0,0,0,0
34893_0006_A_38	0,0,0,0,0,0
34893_0006_A_40	0,0,0,0,0,0
34893_0006_A_41	0,0,0,0,0,0
34893_0006_A_43	0,0,0,0,0,0
34893_0006_A_44	0,0,0,0,0,0
34893_0006_A_45	0,0,0,0,0,0
34893_0006_A_46	0,0,0,0,0,0
34893_0006_A_47	0,0,0,0,0,0
34893_0006_A_26	0,0,0,0,0,0
34893_0007_A_48	0,0,0,0,0,0
34893_0009_A_50	0,0,0,0,0,0
34893_0010_A_51	0,0,0,0,0,0
34893_0010_A_52	0,0,0,0,0,0
34893_0010_A_53	0,0,0,0,0,0
34893_0010_A_54	0,0,0,0,0,0
34893_0010_A_56	0,0,0,0,0,0
34893_0010_A_57	0,0,0,0,0,0
34893_0010_A_59	0,0,0,0,0,0
34893_0011_A_61	0,0,0,0,0,0
34893_0011_A_63	0,0,0,0,0,0
34893_0011_A_64	0,0,0,0,0,0
34893_0011_A_65	0,0,0,0,0,0
34893_0012_A_78	0,0,0,0,0,0
34893_0013_A_79	0,0,0,0,0,0
34893_0013_A_81	0,0,0,0,0,0
34893_0016_A_91	0,0,0,0,0,0
34893_0017_A_92	0,0,0,0,0,0
34893_0010_A_58	0,0,0,0,0,0
34893_0012_A_66	0,0,0,0,0,0
34893_0012_A_67	0,0,0,0,0,0
34893_0012_A_68	0,0,0,0,0,0
34893_0012_A_69	0,0,0,0,0,0
34893_0012_A_70	0,0,0,0,0,0
34893_0012_A_71	0,0,0,0,0,0
34893_0012_A_72	0,0,0,0,0,0
34893_0012_A_73	0,0,0,0,0,0
34893_0012_A_74	0,0,0,0,0,0
34893_0012_A_75	0,0,0,0,0,0
34893_0012_A_76	0,0,0,0,0,0
34893_0012_A_77	0,0,0,0,0,0
34893_0013_A_80	0,0,0,0,0,0
34893_0013_A_82	0,0,0,0,0,0
34893_0014_A_83	0,0,0,0,0,0
34893_0015_A_84	0,0,0,0,0,0
34893_0015_A_85	0,0,0,0,0,0
34893_0015_A_86	0,0,0,0,0,0
34893_0015_A_87	0,0,0,0,0,0
34893_0015_A_88	0,0,0,0,0,0
34893_0016_A_89	0,0,0,0,0,0
34893_0018_A_97	0,0,0,0,0,0
34893_0018_A_98	0,0,0,0,0,0
34893_0018_A_99	0,0,0,0,0,0
34893_0018_A_100	0,0,0,0,0,0
34893_0018_A_101	0,0,0,0,0,0
34893_0018_A_102	0,0,0,0,0,0
34893_0018_A_103	0,0,0,0,0,0
34893_0019_A_106	0,0,0,0,0,0
34893_0020_A_107	0,0,0,0,0,0
34893_0020_A_108	0,0,0,0,0,0
34893_0020_A_109	0,0,0,0,0,0
34893_0020_A_110	0,0,0,0,0,0
34893_0020_A_111	0,0,0,0,0,0
34893_0021_A_113	0,0,0,0,0,0
34893_0021_A_114	0,0,0,0,0,0
34893_0021_A_115	0,0,0,0,0,0
34893_0021_A_116	0,0,0,0,0,0
34893_0021_A_117	0,0,0,0,0,0
34893_0021_A_118	0,0,0,0,0,0
34893_0021_A_119	0,0,0,0,0,0
34893_0021_A_120	0,0,0,0,0,0
34893_0021_A_121	0,0,0,0,0,0
34893_0021_A_122	0,0,0,0,0,0
34893_0021_A_123	0,0,0,0,0,0
34893_0021_A_124	0,0,0,0,0,0
34893_0021_A_125	0,0,0,0,0,0
34893_0021_A_126	0,0,0,0,0,0
34893_0021_A_127	0,0,0,0,0,0
34893_0021_A_128	0,0,0,0,0,0
34893_0021_A_129	0,0,0,0,0,0
34893_0021_A_130	0,0,0,0,0,0
34893_0021_A_131	0,0,0,0,0,0
34893_0021_A_132	0,0,0,0,0,0
34893_0021_A_133	0,0,0,0,0,0
34893_0021_A_134	0,0,0,0,0,0
34893_0021_A_135	0,0,0,0,0,0
34893_0021_A_136	0,0,0,0,0,0
34893_0021_A_137	0,0,0,0,0,0
34893_0021_A_138	0,0,0,0,0,0
34893_0021_A_139	0,0,0,0,0,0
34893_0021_A_140	0,0,0,0,0,0
34893_0021_A_141	0,0,0,0,0,0
34893_0021_A_145	0,0,0,0,0,0
34893_0029_A_182	0,0,0,0,0,0
34893_0021_A_142	0,0,0,0,0,0
34893_0021_A_143	0,0,0,0,0,0
34893_0021_A_144	0,0,0,0,0,0
34893_0022_A_147	0,0,0,0,0,0
34893_0023_A_149	0,0,0,0,0,0
34893_0023_A_150	0,0,0,0,0,0
34893_0023_A_151	0,0,0,0,0,0
34893_0023_A_152	0,0,0,0,0,0
34893_0023_A_154	0,0,0,0,0,0
34893_0023_A_156	0,0,0,0,0,0
34893_0024_A_157	0,0,0,0,0,0
34893_0024_A_158	0,0,0,0,0,0
34893_0024_A_159	0,0,0,0,0,0
34893_0024_A_160	0,0,0,0,0,0
34893_0024_A_161	0,0,0,0,0,0
34893_0024_A_162	0,0,0,0,0,0
34893_0024_A_163	0,0,0,0,0,0
34893_0024_A_164	0,0,0,0,0,0
34893_0026_A_169	0,0,0,0,0,0
34893_0026_A_172	0,0,0,0,0,0
34893_0027_A_177	0,0,0,0,0,0
34893_0028_A_180	0,0,0,0,0,0
34893_0029_A_181	0,0,0,0,0,0
34893_0029_A_183	0,0,0,0,0,0
34893_0032_A_192	0,0,0,0,0,0
34893_0030_A_188	0,0,0,0,0,0
34893_0031_A_189	0,0,0,0,0,0
34893_0032_A_191	0,0,0,0,0,0
34893_0034_A_198	0,0,0,0,0,0
34893_0034_A_199	0,0,0,0,0,0
34893_0034_A_200	0,0,0,0,0,0
34893_0034_A_201	0,0,0,0,0,0
34893_0034_A_203	0,0,0,0,0,0
34893_0035_A_204	0,0,0,0,0,0
34893_0035_A_205	0,0,0,0,0,0
34893_0036_A_207	0,0,0,0,0,0
34893_0036_A_209	0,0,0,0,0,0
34893_0036_A_211	0,0,0,0,0,0
34893_0036_A_212	0,0,0,0,0,0
34893_0037_A_213	0,0,0,0,0,0
34893_0037_A_214	0,0,0,0,0,0
34893_0037_A_215	0,0,0,0,0,0
34893_0038_A_216	0,0,0,0,0,0
34893_0038_A_217	0,0,0,0,0,0
34893_0039_A_218	0,0,0,0,0,0
34893_0039_A_219	0,0,0,0,0,0
34893_0040_A_220	0,0,0,0,0,0
34893_0040_A_221	0,0,0,0,0,0
34893_0041_A_223	0,0,0,0,0,0
34893_0041_A_224	0,0,0,0,0,0
34893_0041_A_225	0,0,0,0,0,0
34893_0041_A_226	0,0,0,0,0,0
34893_0041_A_227	0,0,0,0,0,0
34893_0041_A_228	0,0,0,0,0,0
34893_0041_A_230	0,0,0,0,0,0
34893_0041_A_231	0,0,0,0,0,0
34893_0041_A_232	0,0,0,0,0,0
34893_0041_A_233	0,0,0,0,0,0
34893_0041_A_242	0,0,0,0,0,0
34893_0041_A_243	0,0,0,0,0,0
34893_0041_A_235	0,0,0,0,0,0
34893_0041_A_236	0,0,0,0,0,0
34893_0041_A_237	0,0,0,0,0,0
34893_0041_A_238	0,0,0,0,0,0
34893_0041_A_239	0,0,0,0,0,0
34893_0041_A_240	0,0,0,0,0,0
34893_0041_A_241	0,0,0,0,0,0
34893_0041_A_245	0,0,0,0,0,0
34893_0042_A_253	0,0,0,0,0,0
34893_0042_A_254	0,0,0,0,0,0
34893_0042_A_255	0,0,0,0,0,0
34893_0042_A_256	0,0,0,0,0,0
34893_0042_A_257	0,0,0,0,0,0
34893_0043_A_260	0,0,0,0,0,0
34893_0044_A_261	0,0,0,0,0,0
34893_0044_A_262	0,0,0,0,0,0
34893_0041_A_247	0,0,0,0,0,0
34893_0041_A_248	0,0,0,0,0,0
34893_0041_A_249	0,0,0,0,0,0
34893_0041_A_250	0,0,0,0,0,0
34893_0041_A_251	0,0,0,0,0,0
34893_0044_A_263	0,0,0,0,0,0
34893_0044_A_265	0,0,0,0,0,0
34893_0044_A_266	0,0,0,0,0,0
34893_0044_A_267	0,0,0,0,0,0
34893_0044_A_268	0,0,0,0,0,0
34893_0044_A_269	0,0,0,0,0,0
34893_0044_A_270	0,0,0,0,0,0
34893_0044_A_271	0,0,0,0,0,0
34893_0044_A_272	0,0,0,0,0,0
34893_0044_A_273	0,0,0,0,0,0
34893_0044_A_274	0,0,0,0,0,0
34893_0045_A_276	0,0,0,0,0,0
34893_0045_A_277	0,0,0,0,0,0
34893_0046_A_278	0,0,0,0,0,0
34893_0046_A_279	0,0,0,0,0,0
34893_0046_A_280	0,0,0,0,0,0
34893_0046_A_285	0,0,0,0,0,0
34893_0046_A_286	0,0,0,0,0,0
34893_0046_A_287	0,0,0,0,0,0
34893_0046_A_288	0,0,0,0,0,0
34893_0047_A_289	0,0,0,0,0,0
34893_0047_A_290	0,0,0,0,0,0
34893_0047_A_291	0,0,0,0,0,0
34893_0047_A_292	0,0,0,0,0,0
34893_0047_A_293	0,0,0,0,0,0
34893_0047_A_294	0,0,0,0,0,0
34893_0047_A_295	0,0,0,0,0,0
34893_0047_A_296	0,0,0,0,0,0
34893_0047_A_297	0,0,0,0,0,0
34893_0047_A_298	0,0,0,0,0,0
34893_0047_A_299	0,0,0,0,0,0
34893_0048_A_301	0,0,0,0,0,0
34893_0049_A_303	0,0,0,0,0,0
34893_0050_A_304	0,0,0,0,0,0
34893_0050_A_305	0,0,0,0,0,0
34893_0051_A_306	0,0,0,0,0,0
34893_0052_A_308	0,0,0,0,0,0
34893_0052_A_309	0,0,0,0,0,0
34893_0044_A_264	0,0,0,0,0,0
34893_0046_A_281	0,0,0,0,0,0
34893_0046_A_282	0,0,0,0,0,0
34893_0046_A_284	0,0,0,0,0,0
34893_0055_A_318	0,0,0,0,0,0
34893_0057_A_321	0,0,0,0,0,0
34893_0057_A_322	0,0,0,0,0,0
34893_0057_A_323	0,0,0,0,0,0
34893_0057_A_324	0,0,0,0,0,0
34893_0057_A_325	0,0,0,0,0,0
34893_0057_A_326	0,0,0,0,0,0
34893_0057_A_328	0,0,0,0,0,0
34893_0057_A_329	0,0,0,0,0,0
34893_0057_A_330	0,0,0,0,0,0
34893_0057_A_331	0,0,0,0,0,0
34893_0057_A_332	0,0,0,0,0,0
34893_0057_A_333	0,0,0,0,0,0
34893_0057_A_334	0,0,0,0,0,0
34893_0057_A_335	0,0,0,0,0,0
34893_0057_A_336	0,0,0,0,0,0
34893_0057_A_338	0,0,0,0,0,0
34893_0058_A_342	0,0,0,0,0,0
34893_0059_A_347	0,0,0,0,0,0
34893_0060_A_350	0,0,0,0,0,0
34893_0058_A_341	0,0,0,0,0,0
34893_0058_A_344	0,0,0,0,0,0
34893_0060_A_348	0,0,0,0,0,0
34893_0060_A_351	0,0,0,0,0,0
34893_0060_A_352	0,0,0,0,0,0
34893_0060_A_353	0,0,0,0,0,0
34893_0060_A_354	0,0,0,0,0,0
34893_0060_A_355	0,0,0,0,0,0
34893_0060_A_356	0,0,0,0,0,0
34893_0061_A_360	0,0,0,0,0,0
34893_0061_A_361	0,0,0,0,0,0
34893_0063_A_364	0,0,0,0,0,0
34893_0063_A_365	0,0,0,0,0,0
34893_0064_A_366	0,0,0,0,0,0
34893_0065_A_368	0,0,0,0,0,0
34893_0065_A_369	0,0,0,0,0,0
34893_0066_A_372	0,0,0,0,0,0
34893_0067_A_375	0,0,0,0,0,0
34893_0067_A_376	0,0,0,0,0,0
34893_0067_A_380	0,0,0,0,0,0
34893_0067_A_381	0,0,0,0,0,0
34893_0067_A_383	0,0,0,0,0,0
34893_0067_A_388	0,0,0,0,0,0
34893_0067_A_389	0,0,0,0,0,0
34893_0067_A_392	0,0,0,0,0,0
34893_0067_A_393	0,0,0,0,0,0
34893_0068_A_394	0,0,0,0,0,0
34893_0066_A_371	0,0,0,0,0,0
34893_0067_A_373	0,0,0,0,0,0
34893_0067_A_374	0,0,0,0,0,0
34893_0067_A_377	0,0,0,0,0,0
34893_0067_A_378	0,0,0,0,0,0
34893_0067_A_379	0,0,0,0,0,0
34893_0067_A_384	0,0,0,0,0,0
34893_0067_A_385	0,0,0,0,0,0
34893_0067_A_386	0,0,0,0,0,0
34893_0067_A_387	0,0,0,0,0,0
34893_0067_A_390	0,0,0,0,0,0
34893_0070_A_396	0,0,0,0,0,0
34893_0070_A_397	0,0,0,0,0,0
34893_0071_A_398	0,0,0,0,0,0
34893_0072_A_399	0,0,0,0,0,0
34893_0073_A_400	0,0,0,0,0,0
34893_0073_A_401	0,0,0,0,0,0
34893_0074_A_402	0,0,0,0,0,0
34893_0075_A_404	0,0,0,0,0,0
34893_0076_A_405	0,0,0,0,0,0
34893_0076_A_406	0,0,0,0,0,0
34893_0076_A_407	0,0,0,0,0,0
34893_0076_A_408	0,0,0,0,0,0
34893_0077_A_412	0,0,0,0,0,0
34893_0078_A_419	0,0,0,0,0,0
34893_0078_A_420	0,0,0,0,0,0
34893_0078_A_421	0,0,0,0,0,0
34893_0078_A_422	0,0,0,0,0,0
34893_0078_A_423	0,0,0,0,0,0
34893_0079_A_428	0,0,0,0,0,0
34893_0079_A_430	0,0,0,0,0,0
34893_0081_A_434	0,0,0,0,0,0
34893_0081_A_435	0,0,0,0,0,0
34893_0083_A_439	0,0,0,0,0,0
34893_0084_A_440	0,0,0,0,0,0
34893_0085_A_447	0,0,0,0,0,0
34893_0076_A_409	0,0,0,0,0,0
34893_0076_A_410	0,0,0,0,0,0
34893_0076_A_411	0,0,0,0,0,0
34893_0077_A_416	0,0,0,0,0,0
34893_0077_A_417	0,0,0,0,0,0
34893_0079_A_424	0,0,0,0,0,0
34893_0079_A_425	0,0,0,0,0,0
34893_0079_A_426	0,0,0,0,0,0
34893_0079_A_427	0,0,0,0,0,0
34893_0079_A_429	0,0,0,0,0,0
34893_0080_A_432	0,0,0,0,0,0
34893_0081_A_433	0,0,0,0,0,0
34893_0084_A_441	0,0,0,0,0,0
34893_0085_A_443	0,0,0,0,0,0
34893_0085_A_444	0,0,0,0,0,0
34893_0085_A_445	0,0,0,0,0,0
34893_0085_A_446	0,0,0,0,0,0
34893_0085_A_448	0,0,0,0,0,0
34893_0085_A_449	0,0,0,0,0,0
34893_0086_A_450	0,0,0,0,0,0
34893_0088_A_461	0,0,0,0,0,0
34893_0088_A_462	0,0,0,0,0,0
34893_0088_A_463	0,0,0,0,0,0
34893_0095_A_492	0,0,0,0,0,0
34893_0095_A_495	0,0,0,0,0,0
34893_0086_A_451	0,0,0,0,0,0
34893_0086_A_452	0,0,0,0,0,0
34893_0086_A_454	0,0,0,0,0,0
34893_0086_A_455	0,0,0,0,0,0
34893_0087_A_456	0,0,0,0,0,0
34893_0088_A_457	0,0,0,0,0,0
34893_0088_A_458	0,0,0,0,0,0
34893_0088_A_459	0,0,0,0,0,0
34893_0088_A_460	0,0,0,0,0,0
34893_0088_A_464	0,0,0,0,0,0
34893_0088_A_465	0,0,0,0,0,0
34893_0088_A_466	0,0,0,0,0,0
34893_0088_A_467	0,0,0,0,0,0
34893_0088_A_468	0,0,0,0,0,0
34893_0088_A_469	0,0,0,0,0,0
34893_0089_A_470	0,0,0,0,0,0
34893_0089_A_471	0,0,0,0,0,0
34893_0090_A_472	0,0,0,0,0,0
34893_0091_A_473	0,0,0,0,0,0
34893_0091_A_474	0,0,0,0,0,0
34893_0091_A_475	0,0,0,0,0,0
34893_0092_A_476	0,0,0,0,0,0
34893_0092_A_477	0,0,0,0,0,0
34893_0092_A_478	0,0,0,0,0,0
34893_0093_A_479	0,0,0,0,0,0
34893_0094_A_481	0,0,0,0,0,0
34893_0095_A_482	0,0,0,0,0,0
34893_0095_A_483	0,0,0,0,0,0
34893_0095_A_485	0,0,0,0,0,0
34893_0095_A_486	0,0,0,0,0,0
34893_0095_A_487	0,0,0,0,0,0
34893_0095_A_488	0,0,0,0,0,0
34893_0095_A_489	0,0,0,0,0,0
34893_0095_A_490	0,0,0,0,0,0
34893_0095_A_491	0,0,0,0,0,0
34893_0095_A_494	0,0,0,0,0,0
34893_0095_A_496	0,0,0,0,0,0
34893_0095_A_497	0,0,0,0,0,0
34893_0096_A_498	0,0,0,0,0,0
34893_0097_A_523	0,0,0,0,0,0
34893_0097_A_524	0,0,0,0,0,0
34893_0097_A_525	0,0,0,0,0,0
34893_0097_A_526	0,0,0,0,0,0
34893_0097_A_527	0,0,0,0,0,0
34893_0097_A_529	0,0,0,0,0,0
34893_0097_A_530	0,0,0,0,0,0
34893_0097_A_531	0,0,0,0,0,0
34893_0099_A_533	0,0,0,0,0,0
34893_0099_A_535	0,0,0,0,0,0
34893_0100_A_536	0,0,0,0,0,0
34893_0101_A_537	0,0,0,0,0,0
34893_0101_A_538	0,0,0,0,0,0
34893_0101_A_539	0,0,0,0,0,0
34893_0101_A_540	0,0,0,0,0,0
34893_0101_A_541	0,0,0,0,0,0
34893_0101_A_542	0,0,0,0,0,0
34893_0101_A_543	0,0,0,0,0,0
34893_0096_A_499	0,0,0,0,0,0
34893_0096_A_500	0,0,0,0,0,0
34893_0097_A_501	0,0,0,0,0,0
34893_0097_A_502	0,0,0,0,0,0
34893_0097_A_503	0,0,0,0,0,0
34893_0097_A_504	0,0,0,0,0,0
34893_0097_A_506	0,0,0,0,0,0
34893_0097_A_507	0,0,0,0,0,0
34893_0097_A_508	0,0,0,0,0,0
34893_0097_A_509	0,0,0,0,0,0
34893_0097_A_510	0,0,0,0,0,0
34893_0097_A_511	0,0,0,0,0,0
34893_0097_A_512	0,0,0,0,0,0
34893_0097_A_513	0,0,0,0,0,0
34893_0097_A_514	0,0,0,0,0,0
34893_0097_A_515	0,0,0,0,0,0
34893_0097_A_516	0,0,0,0,0,0
34893_0097_A_517	0,0,0,0,0,0
34893_0097_A_518	0,0,0,0,0,0
34893_0097_A_519	0,0,0,0,0,0
34893_0097_A_520	0,0,0,0,0,0
34893_0097_A_521	0,0,0,0,0,0
34893_0097_A_522	0,0,0,0,0,0
34893_0102_A_544	0,0,0,0,0,0
34893_0103_A_545	0,0,0,0,0,0
34893_0104_A_546	0,0,0,0,0,0
34893_0105_A_547	0,0,0,0,0,0
34893_0105_A_548	0,0,0,0,0,0
34893_0105_A_549	0,0,0,0,0,0
34893_0105_A_550	0,0,0,0,0,0
34893_0105_A_551	0,0,0,0,0,0
34893_0105_A_552	0,0,0,0,0,0
34893_0105_A_553	0,0,0,0,0,0
34893_0106_A_554	0,0,0,0,0,0
34893_0107_A_556	0,0,0,0,0,0
34893_0107_A_557	0,0,0,0,0,0
34893_0107_A_559	0,0,0,0,0,0
34893_0107_A_560	0,0,0,0,0,0
34893_0108_A_561	0,0,0,0,0,0
34893_0109_A_562	0,0,0,0,0,0
34893_0109_A_564	0,0,0,0,0,0
34893_0109_A_565	0,0,0,0,0,0
34893_0109_A_566	0,0,0,0,0,0
34893_0111_A_589	0,0,0,0,0,0
34893_0109_A_568	0,0,0,0,0,0
34893_0109_A_569	0,0,0,0,0,0
34893_0109_A_570	0,0,0,0,0,0
34893_0109_A_571	0,0,0,0,0,0
34893_0109_A_572	0,0,0,0,0,0
34893_0109_A_573	0,0,0,0,0,0
34893_0109_A_574	0,0,0,0,0,0
34893_0109_A_575	0,0,0,0,0,0
34893_0109_A_576	0,0,0,0,0,0
34893_0109_A_577	0,0,0,0,0,0
34893_0109_A_578	0,0,0,0,0,0
34893_0109_A_579	0,0,0,0,0,0
34893_0111_A_581	0,0,0,0,0,0
34893_0111_A_582	0,0,0,0,0,0
34893_0111_A_583	0,0,0,0,0,0
34893_0111_A_584	0,0,0,0,0,0
34893_0111_A_585	0,0,0,0,0,0
34893_0111_A_586	0,0,0,0,0,0
34893_0111_A_587	0,0,0,0,0,0
34893_0111_A_588	0,0,0,0,0,0
34893_0111_A_590	0,0,0,0,0,0
34893_0111_A_591	0,0,0,0,0,0
34893_0114_A_606	0,0,0,0,0,0
34893_0114_A_608	0,0,0,0,0,0
34893_0111_A_592	0,0,0,0,0,0
34893_0112_A_593	0,0,0,0,0,0
34893_0113_A_595	0,0,0,0,0,0
34893_0113_A_596	0,0,0,0,0,0
34893_0114_A_597	0,0,0,0,0,0
34893_0114_A_598	0,0,0,0,0,0
34893_0114_A_599	0,0,0,0,0,0
34893_0114_A_601	0,0,0,0,0,0
34893_0114_A_602	0,0,0,0,0,0
34893_0114_A_603	0,0,0,0,0,0
34893_0114_A_605	0,0,0,0,0,0
34893_0114_A_610	0,0,0,0,0,0
34893_0114_A_609	0,0,0,0,0,0
34893_0116_A_612	0,0,0,0,0,0
34893_0116_A_613	0,0,0,0,0,0
34896_0002_A_3	0,0,0,0,0,0
34896_0002_A_4	0,0,0,0,0,0
34896_0002_A_5	0,0,0,0,0,0
34896_0002_A_6	0,0,0,0,0,0
34896_0002_A_7	0,0,0,0,0,0
34896_0003_A_8	0,0,0,0,0,0
34896_0003_A_9	0,0,0,0,0,0
34896_0003_A_10	0,0,0,0,0,0
34896_0003_A_11	0,0,0,0,0,0
34896_0003_A_12	0,0,0,0,0,0
34896_0003_A_13	0,0,0,0,0,0
34896_0003_A_14	0,0,0,0,0,0
34896_0003_A_15	0,0,0,0,0,0
34896_0003_A_16	0,0,0,0,0,0
34896_0003_A_17	0,0,0,0,0,0
34896_0004_A_18	0,0,0,0,0,0
34896_0004_A_19	0,0,0,0,0,0
34896_0004_A_20	0,0,0,0,0,0
34896_0004_A_21	0,0,0,0,0,0
34896_0004_A_22	0,0,0,0,0,0
34896_0004_A_23	0,0,0,0,0,0
34896_0004_A_24	0,0,0,0,0,0
34896_0004_A_25	0,0,0,0,0,0
34896_0004_A_26	0,0,0,0,0,0
34896_0004_A_27	0,0,0,0,0,0
34896_0004_A_28	0,0,0,0,0,0
34896_0004_A_29	0,0,0,0,0,0
34896_0004_A_30	0,0,0,0,0,0
34896_0004_A_31	0,0,0,0,0,0
34896_0005_A_33	0,0,0,0,0,0
34896_0007_A_35	0,0,0,0,0,0
